38
3.dat
  1          0.000000    1.234565   -0.022696
  1          0.000000   -1.061626   -0.505721
  7          0.000000   -1.640460   -1.353174
  7          0.000000    1.627262   -1.250258
  7          0.000000    1.629597    1.253988
  7          0.000000   -1.594277    1.313924
  6          0.000000   -1.280154   -2.671362
  6          0.000000    3.002139    1.222198
  6          0.000000   -3.009438   -1.220876
  6          0.000000    1.261502    2.577412
  6          0.000000   -2.502745   -3.428803
  6          0.000000    3.537719    2.559096
  6          0.000000   -3.554512   -2.546046
  6          0.000000    2.462770    3.395120
  6          0.000000    0.012249   -3.193366
  6          0.000000    3.692307    0.008155
  6          0.000000   -3.647146    0.020501
  6          0.000000   -0.002261    3.177114
  6          0.000000    2.476115   -3.383557
  6          0.000000    3.544096   -2.537801
  6          0.000000   -3.549371    2.570969
  6          0.000000   -2.507939    3.443371
  6          0.000000    1.269262   -2.579675
  6          0.000000    3.005084   -1.205188
  6          0.000000   -2.955732    1.238785
  6          0.000000   -1.289892    2.631911
  1          0.000000    2.483004   -4.466385
  1          0.000000    4.597681   -2.785446
  1          0.000000   -4.610134    2.790190
  1          0.000000   -2.540477    4.526231
  1          0.000000    0.050866   -4.279033
  1          0.000000    4.776919    0.006619
  1          0.000000   -4.732585    0.032918
  1          0.000000    0.031887    4.264228
  1          0.000000   -2.547897   -4.509983
  1          0.000000    4.589686    2.813948
  1          0.000000   -4.611363   -2.777706
  1          0.000000    2.460002    4.478083




