38
2.dat
  1          0.000000    0.778982    0.778656
  1          0.000000   -0.778982   -0.778656
  7          0.000000   -1.497151   -1.496523
  7          0.000000    1.435357   -1.435959
  7          0.000000    1.497151    1.496523
  7          0.000000   -1.435357    1.435959
  6          0.000000   -1.249207   -2.846758
  6          0.000000    2.847282    1.248013
  6          0.000000   -2.847282   -1.248013
  6          0.000000    1.249207    2.846758
  6          0.000000   -2.528331   -3.497558
  6          0.000000    3.498618    2.526863
  6          0.000000   -3.498618   -2.526863
  6          0.000000    2.528331    3.497558
  6          0.000000    0.012894   -3.439311
  6          0.000000    3.439305   -0.014336
  6          0.000000   -3.439305    0.014336
  6          0.000000   -0.012894    3.439311
  6          0.000000    2.531185   -3.491734
  6          0.000000    3.490672   -2.532649
  6          0.000000   -3.490672    2.532649
  6          0.000000   -2.531185    3.491734
  6          0.000000    1.251927   -2.787056
  6          0.000000    2.786530   -1.253095
  6          0.000000   -2.786530    1.253095
  6          0.000000   -1.251927    2.787056              
  1          0.000000    2.654198   -4.567996
  1          0.000000    4.566882   -2.656114
  1          0.000000   -4.566882    2.656114
  1          0.000000   -2.654198    4.567996
  1          0.000000    0.027279   -4.525489
  1          0.000000    4.525477   -0.029177
  1          0.000000   -4.525477    0.029177
  1          0.000000   -0.027279    4.525489
  1          0.000000   -2.666312   -4.570741
  1          0.000000    4.571859    2.664394
  1          0.000000   -4.571859   -2.664394
  1          0.000000    2.666312    4.570741

  


